Código,Regiao,UF,Municipio,Possui Plano de Mobilidade Urbana,Ano de elaboracao,Aprovado em lei ou ato normativo,Instrumento Legal,Numero da Lei,Data da Lei
4313409,S,RS,Novo Hamburgo,Sim,2019,Sim,Lei Municipal,3241/2019,17/12/2019
4313425,S,RS,Novo Machado,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4313441,S,RS,Novo Tiradentes,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4313466,S,RS,Novo Xingu,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4313508,S,RS,OsÃ³rio,Sim,2015,Sim,Decreto Municipal,080/2015,10/04/2015
4313607,S,RS,Paim Filho,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4313656,S,RS,Palmares do Sul,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4313706,S,RS,Palmeira das MissÃµes,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4313805,S,RS,Palmitinho,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4313904,S,RS,Panambi,Sim,2015,Sim,Lei Municipal,4.066/2015,27/05/2015
4313953,S,RS,Pantano Grande,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4314001,S,RS,ParaÃ­,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4314027,S,RS,ParaÃ­so do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4314035,S,RS,Pareci Novo,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4314050,S,RS,ParobÃ©,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4314068,S,RS,Passa Sete,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4314076,S,RS,Passo do Sobrado,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4314100,S,RS,Passo Fundo,Sim,2018,Sim,Lei Ordinaria,5.305/2018,03/01/2018
4314134,S,RS,Paulo Bento,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4314159,S,RS,Paverama,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4314175,S,RS,Pedras Altas,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4314209,S,RS,Pedro OsÃ³rio,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4314308,S,RS,PejuÃ§ara,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4314407,S,RS,Pelotas,Sim,2019,Sim,Decreto Municipal,6209/2019,19/09/2019
4314423,S,RS,Picada CafÃ©,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4314456,S,RS,Pinhal,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4314464,S,RS,Pinhal da Serra,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4314472,S,RS,Pinhal Grande,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4314498,S,RS,Pinheirinho do Vale,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4314506,S,RS,Pinheiro Machado,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4314548,S,RS,Pinto Bandeira,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4314555,S,RS,PirapÃ³,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4314605,S,RS,Piratini,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4314704,S,RS,Planalto,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4314753,S,RS,PoÃ§o das Antas,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4314779,S,RS,PontÃ£o,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4314787,S,RS,Ponte Preta,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4314803,S,RS,PortÃ£o,Sim,2017,Sim,Lei Municipal,2.651/2017,19/12/2017
4314902,S,RS,Porto Alegre,Sim,2015,Nao,Nao aprovado em lei,,Nao aprovado em lei
4315008,S,RS,Porto Lucena,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4315057,S,RS,Porto MauÃ¡,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4315073,S,RS,Porto Vera Cruz,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4315107,S,RS,Porto Xavier,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4315131,S,RS,Pouso Novo,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4315149,S,RS,Presidente Lucena,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4315156,S,RS,Progresso,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4315172,S,RS,ProtÃ¡sio Alves,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4315206,S,RS,Putinga,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4315305,S,RS,QuaraÃ­,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4315313,S,RS,Quatro IrmÃ£os,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4315321,S,RS,Quevedos,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4315354,S,RS,Quinze de Novembro,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4315404,S,RS,Redentora,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4315453,S,RS,Relvado,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4315503,S,RS,Restinga Seca,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4315552,S,RS,Rio dos Ãndios,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4315602,S,RS,Rio Grande,Sim,2011,Nao,Nao aprovado em lei,,Nao aprovado em lei
4315701,S,RS,Rio Pardo,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4315750,S,RS,Riozinho,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4315800,S,RS,Roca Sales,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4315909,S,RS,Rodeio Bonito,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4315958,S,RS,Rolador,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4316006,S,RS,Rolante,Sim,2017,Sim,Lei Municipal,4.050/2017,25/07/2017
4316105,S,RS,Ronda Alta,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4316204,S,RS,Rondinha,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4316303,S,RS,Roque Gonzales,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4316402,S,RS,RosÃ¡rio do Sul,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4316428,S,RS,Sagrada FamÃ­lia,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4316436,S,RS,Saldanha Marinho,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4316451,S,RS,Salto do JacuÃ­,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4316477,S,RS,Salvador das MissÃµes,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4316501,S,RS,Salvador do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4316600,S,RS,Sananduva,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4316709,S,RS,Santa BÃ¡rbara do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4316733,S,RS,Santa CecÃ­lia do Sul,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4316758,S,RS,Santa Clara do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4316808,S,RS,Santa Cruz do Sul,Sim,2018,Nao,Nao aprovado em lei,,Nao aprovado em lei
4316972,S,RS,Santa Margarida do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4316907,S,RS,Santa Maria,Sim,2015,Sim,Lei Complementar,98/2015,10/06/2015
4316956,S,RS,Santa Maria do Herval,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4317202,S,RS,Santa Rosa,Sim,2011,Nao,Nao aprovado em lei,,Nao aprovado em lei
4317251,S,RS,Santa Tereza,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4317301,S,RS,Santa VitÃ³ria do Palmar,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4317004,S,RS,Santana da Boa Vista,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4317103,S,RS,Santana do Livramento,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4317400,S,RS,Santiago,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4317509,S,RS,Santo Ã‚ngelo,Sim,2016,Sim,Lei Municipal,4.106/2016,15/12/2016
4317608,S,RS,Santo AntÃ´nio da Patrulha,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4317707,S,RS,Santo AntÃ´nio das MissÃµes,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4317558,S,RS,Santo AntÃ´nio do Palma,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4317756,S,RS,Santo AntÃ´nio do Planalto,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4317806,S,RS,Santo Augusto,Sim,2009,Nao,Nao aprovado em lei,,Nao aprovado em lei
4317905,S,RS,Santo Cristo,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4317954,S,RS,Santo Expedito do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4318002,S,RS,SÃ£o Borja,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4318051,S,RS,SÃ£o Domingos do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4318101,S,RS,SÃ£o Francisco de Assis,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4318200,S,RS,SÃ£o Francisco de Paula,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4318309,S,RS,SÃ£o Gabriel,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4318408,S,RS,SÃ£o JerÃ´nimo,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4318424,S,RS,SÃ£o JoÃ£o da Urtiga,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4318432,S,RS,SÃ£o JoÃ£o do PolÃªsine,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4318440,S,RS,SÃ£o Jorge,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4318457,S,RS,SÃ£o JosÃ© das MissÃµes,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4318465,S,RS,SÃ£o JosÃ© do Herval,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4318481,S,RS,SÃ£o JosÃ© do HortÃªncio,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4318499,S,RS,SÃ£o JosÃ© do InhacorÃ¡,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4318507,S,RS,SÃ£o JosÃ© do Norte,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4318606,S,RS,SÃ£o JosÃ© do Ouro,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4318614,S,RS,SÃ£o JosÃ© do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4318622,S,RS,SÃ£o JosÃ© dos Ausentes,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4318705,S,RS,SÃ£o Leopoldo,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4318804,S,RS,SÃ£o LourenÃ§o do Sul,Sim,2015,Nao,Nao aprovado em lei,,Nao aprovado em lei
4318903,S,RS,SÃ£o Luiz Gonzaga,Sim,2015,Sim,Lei Municipal,5.494/2015,05/06/2015
4319000,S,RS,SÃ£o Marcos,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4319109,S,RS,SÃ£o Martinho,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4319125,S,RS,SÃ£o Martinho da Serra,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4319158,S,RS,SÃ£o Miguel das MissÃµes,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4319208,S,RS,SÃ£o Nicolau,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4319307,S,RS,SÃ£o Paulo das MissÃµes,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4319356,S,RS,SÃ£o Pedro da Serra,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4319364,S,RS,SÃ£o Pedro das MissÃµes,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4319372,S,RS,SÃ£o Pedro do ButiÃ¡,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4319406,S,RS,SÃ£o Pedro do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4319505,S,RS,SÃ£o SebastiÃ£o do CaÃ­,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4319604,S,RS,SÃ£o SepÃ©,Sim,2017,Sim,Lei Municipal,3.749/2017,26/10/2017
4319703,S,RS,SÃ£o Valentim,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4319711,S,RS,SÃ£o Valentim do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4319737,S,RS,SÃ£o ValÃ©rio do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4319752,S,RS,SÃ£o Vendelino,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4319802,S,RS,SÃ£o Vicente do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4319901,S,RS,Sapiranga,Sim,2015,Sim,Lei Ordinaria,5.749/2015,25/11/2015
4320008,S,RS,Sapucaia do Sul,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4320107,S,RS,Sarandi,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4320206,S,RS,Seberi,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4320230,S,RS,Sede Nova,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4320263,S,RS,Segredo,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4320305,S,RS,Selbach,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4320321,S,RS,Senador Salgado Filho,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4320354,S,RS,Sentinela do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4320404,S,RS,Serafina CorrÃªa,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4320453,S,RS,SÃ©rio,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4320503,S,RS,SertÃ£o,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4320552,S,RS,SertÃ£o Santana,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4320578,S,RS,Sete de Setembro,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4320602,S,RS,Severiano de Almeida,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4320651,S,RS,Silveira Martins,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4320677,S,RS,Sinimbu,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4320701,S,RS,Sobradinho,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4320800,S,RS,Soledade,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4320859,S,RS,TabaÃ­,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4320909,S,RS,Tapejara,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4321006,S,RS,Tapera,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4321105,S,RS,Tapes,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4321204,S,RS,Taquara,Sim,2019,Nao,Nao aprovado em lei,,Nao aprovado em lei
4321303,S,RS,Taquari,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4321329,S,RS,TaquaruÃ§u do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4321352,S,RS,Tavares,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4321402,S,RS,Tenente Portela,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4321436,S,RS,Terra de Areia,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4321451,S,RS,TeutÃ´nia,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4321469,S,RS,Tio Hugo,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4321477,S,RS,Tiradentes do Sul,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4321493,S,RS,Toropi,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4321501,S,RS,Torres,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4321600,S,RS,TramandaÃ­,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4321626,S,RS,Travesseiro,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4321634,S,RS,TrÃªs Arroios,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4321667,S,RS,TrÃªs Cachoeiras,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4321709,S,RS,TrÃªs Coroas,Sim,2019,Sim,Lei Municipal,3.853/2019,08/03/2019
4321808,S,RS,TrÃªs de Maio,Sim,2010,Nao,Nao aprovado em lei,,Nao aprovado em lei
4321832,S,RS,TrÃªs Forquilhas,Sim,2014,Sim,Lei Municipal,1.403/2014,30/12/2014
4321857,S,RS,TrÃªs Palmeiras,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4321907,S,RS,TrÃªs Passos,Sim,2010,Nao,Nao aprovado em lei,,Nao aprovado em lei
4321956,S,RS,Trindade do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4322004,S,RS,Triunfo,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4322103,S,RS,Tucunduva,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4322152,S,RS,Tunas,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4322186,S,RS,Tupanci do Sul,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4322202,S,RS,TupanciretÃ£,Sim,2016,Sim,Lei Municipal,3.871/2016,29/12/2016
4322251,S,RS,Tupandi,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4322301,S,RS,Tuparendi,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4322327,S,RS,TuruÃ§u,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4322343,S,RS,Ubiretama,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4322350,S,RS,UniÃ£o da Serra,Nao respondeu,,Nao respondeu,Nao respondeu,,Nao respondeu
4322376,S,RS,Unistalda,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4322400,S,RS,Uruguaiana,Sim,2016,Nao,Nao aprovado em lei,,Nao aprovado em lei
4322509,S,RS,Vacaria,Sim,2019,Sim,Decreto Municipal,89/2019,01/06/2019
4322533,S,RS,Vale do Sol,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4322541,S,RS,Vale Real,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4322525,S,RS,Vale Verde,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4322558,S,RS,Vanini,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4322608,S,RS,VenÃ¢ncio Aires,Sim,2014,Sim,Lei Complementar,077/2014,17/12/2014
4322707,S,RS,Vera Cruz,Sim,2014,Sim,Lei Municipal,4.091/2014,28/10/2014
4322806,S,RS,VeranÃ³polis,Nao,,Nao possui plano,Nao possui plano,,Nao possui plano
4322855,S,RS,Vespasiano Correa,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4322905,S,RS,Viadutos,Nao foi enviado oficio,,Nao foi enviado oficio,Nao foi enviado oficio,,Nao foi enviado oficio
4323002,S,RS,ViamÃ£o,Sim,2013,Sim,Lei Municipal,4.190/2013,28/12/2013
